HAddress,HAttractions,HGFW,HImages,HLanguage,HMail,HName,HPMax,HPMin,HPRange,HQuestions,HRImages,HRNumber,HRank,HRankreview,HRating,HRestaurants,HReview,HRoom,HStyles,HTel,HVideos,URL
"241 / 6 Pham Ngu Lao Street Pham Ngu Lao Ward Dist 1, Thành phố Hồ Chí Minh 84 Việt Nam",NA,NA,20,"Tiếng Việt, Tiếng Anh",,Thanh Thuong Guesthouse,11,Việt Nam,"Việt Nam,Thành phố Hồ Chí Minh,11","Gần Thanh Thuong Guesthouse có điểm du lịch nổi tiếng nào?, ,Thanh Thuong Guesthouse có những tiện nghi tại cơ sở kinh doanh gì?, ,Gần Thanh Thuong Guesthouse có nhà hàng nào?, ,Nhân viên tại Thanh Thuong Guesthouse nói ngôn ngữ gì?, ,Có di tích lịch sử nào gần Thanh Thuong Guesthouse không?, ",12,126,#61 trong số 1.548  tại Thành phố Hồ Chí Minh,40,10,NA,Rất tốt,11,"Bình dân,Nằm ở vị trí trung tâm",,12,https://www.tripadvisor.com.vn/Hotel_Review-g293925-d1742808-Reviews-Thanh_Thuong_Guesthouse-Ho_Chi_Minh_City.html
NA,NA,NA,NA,,,My Casa Hotel,Hải Dương,Việt Nam,"Việt Nam,Tỉnh Hải Dương,Hải Dương",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,https://www.tripadvisor.com.vn/Hotel_Review-g1652595-d23517689-Reviews-My_Casa_Hotel-Hai_Duong_Hai_Duong_Province.html
"29 An Dinh Ngoc Chau, Hải Dương Việt Nam",NA,NA,NA,,,Hoàng Gia Mini Hotel 3,Hải Dương,Việt Nam,"Việt Nam,Tỉnh Hải Dương,Hải Dương","Gần Hoàng Gia Mini Hotel 3 có điểm du lịch nổi tiếng nào?, ",NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,https://www.tripadvisor.com.vn/Hotel_Review-g1652595-d17512379-Reviews-Hoang_Gia_Mini_Hotel_3-Hai_Duong_Hai_Duong_Province.html
"25B/229 Binh Loc, Hải Dương Việt Nam",NA,NA,NA,,,Meraki Homestay,Hải Dương,Việt Nam,"Việt Nam,Tỉnh Hải Dương,Hải Dương","Gần Meraki Homestay có điểm du lịch nổi tiếng nào?, ",NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,https://www.tripadvisor.com.vn/Hotel_Review-g1652595-d17694029-Reviews-Meraki_Homestay-Hai_Duong_Hai_Duong_Province.html
NA,NA,NA,NA,,,Khách sạn Sao Đỏ,Hải Dương,Việt Nam,"Việt Nam,Tỉnh Hải Dương,Hải Dương",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,https://www.tripadvisor.com.vn/Hotel_Review-g1652595-d7249030-Reviews-Sao_Do_Hotel-Hai_Duong_Hai_Duong_Province.html
"No.5-7-9, Thi Sach Street, My Long Ward, Long Xuyên Việt Nam",NA,NA,NA,,,Kim Anh Hotel,Long Xuyên,Việt Nam,"Việt Nam,Tỉnh An Giang,Long Xuyên","Gần Kim Anh Hotel có điểm du lịch nổi tiếng nào?, ,Kim Anh Hotel có những tiện nghi tại cơ sở kinh doanh gì?, ,Kim Anh Hotel có những lựa chọn đồ ăn & đồ uống gì?, ,Gần Kim Anh Hotel có nhà hàng nào?, ,Kim Anh Hotel có nằm gần trung tâm thành phố không?, ,Kim Anh Hotel có dịch vụ dọn phòng không?, ",NA,3,#2 trong số 13  tại Long Xuyên,45,NA,NA,Tuyệt vời,30,NA,,NA,https://www.tripadvisor.com.vn/Hotel_Review-g1627698-d3229240-Reviews-Kim_Anh_Hotel-Long_Xuyen_An_Giang_Province.html
"261P Trần Hưng Đạo,Hẻm 8,Phường Mỹ Xuyên, Long Xuyên Việt Nam",NA,NA,NA,,,Nhà Trọ Kim Ánh,Long Xuyên,Việt Nam,"Việt Nam,Tỉnh An Giang,Long Xuyên","Gần Nhà Trọ Kim Ánh có điểm du lịch nổi tiếng nào?, ",NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,https://www.tripadvisor.com.vn/Hotel_Review-g1627698-d19638168-Reviews-Nha_Tro_Kim_Anh-Long_Xuyen_An_Giang_Province.html
"311/2C Trần Hưng Đạo, Long Xuyên Việt Nam",NA,NA,NA,,,Khách sạn Kim Phát,Long Xuyên,Việt Nam,"Việt Nam,Tỉnh An Giang,Long Xuyên","Gần Khách sạn Kim Phát có điểm du lịch nổi tiếng nào?, ,Gần Khách sạn Kim Phát có nhà hàng nào?, ",NA,1,#3 trong số 13  tại Long Xuyên,50,NA,NA,Tuyệt vời,NA,NA,,NA,https://www.tripadvisor.com.vn/Hotel_Review-g1627698-d7154748-Reviews-Kim_Phat_Hotel-Long_Xuyen_An_Giang_Province.html
NA,NA,NA,NA,,,Cozy Home - 1st Home,1.116.279 ₫,837.209 ₫,"837.209 ₫, - ,1.116.279 ₫",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,https://www.tripadvisor.com.vn/Hotel_Review-g1627698-d21392335-Reviews-Cozy_Home_1st_Home-Long_Xuyen_An_Giang_Province.html
"Tổ 18, Ấp Mỹ An 2, Xã Mỹ Hòa Hưng, Long Xuyên Việt Nam",NA,NA,NA,"Tiếng Việt, Tiếng Anh",,Homestay Phước Nguyên,Long Xuyên,Việt Nam,"Việt Nam,Tỉnh An Giang,Long Xuyên","Gần Homestay Phước Nguyên có điểm du lịch nổi tiếng nào?, ,Homestay Phước Nguyên có những tiện nghi tại cơ sở kinh doanh gì?, ,Homestay Phước Nguyên có chỗ đỗ xe không?, ,Gần Homestay Phước Nguyên có nhà hàng nào?, ",NA,1,#3 trong số 14  tại Long Xuyên,50,NA,NA,Tuyệt vời,NA,NA,,NA,https://www.tripadvisor.com.vn/Hotel_Review-g1627698-d13340109-Reviews-Phuoc_Nguyen_Homestay-Long_Xuyen_An_Giang_Province.html
"9/8 Tran Hung Dao, Long Xuyên Việt Nam",NA,NA,NA,"Tiếng Việt, Tiếng Anh",,Sao Khue Hotel,Long Xuyên,Việt Nam,"Việt Nam,Tỉnh An Giang,Long Xuyên","Gần Sao Khue Hotel có điểm du lịch nổi tiếng nào?, ,Gần Sao Khue Hotel có nhà hàng nào?, ",NA,1,#5 trong số 13  tại Long Xuyên,40,NA,NA,Rất tốt,NA,NA,,NA,https://www.tripadvisor.com.vn/Hotel_Review-g1627698-d12708401-Reviews-Sao_Khue_Hotel-Long_Xuyen_An_Giang_Province.html
"199 Quan Co Thanh, Long Xuyên Việt Nam",NA,NA,NA,"Tiếng Việt, Tiếng Anh",,Sao Mai Hotel,Long Xuyên,Việt Nam,"Việt Nam,Tỉnh An Giang,Long Xuyên","Gần Sao Mai Hotel có điểm du lịch nổi tiếng nào?, ,Sao Mai Hotel có những tiện nghi tại cơ sở kinh doanh gì?, ,Sao Mai Hotel có những lựa chọn đồ ăn & đồ uống gì?, ,Sao Mai Hotel có chỗ đỗ xe không?, ,Gần Sao Mai Hotel có nhà hàng nào?, ,Sao Mai Hotel có dịch vụ đưa đón tại sân bay không?, ,Sao Mai Hotel có cho phép vật nuôi không?, ",NA,2,#2 trong số 14  tại Long Xuyên,40,NA,NA,Rất tốt,NA,NA,,NA,https://www.tripadvisor.com.vn/Hotel_Review-g1627698-d12607180-Reviews-Sao_Mai_Hotel-Long_Xuyen_An_Giang_Province.html
"Thanh Niên, Tam Kỳ 560000 Việt Nam",NA,NA,NA,,,Nhà Nghỉ Bich Hoa,Tam Kỳ,Việt Nam,"Việt Nam,Tỉnh Quảng Nam,Tam Kỳ","Gần Nhà Nghỉ Bich Hoa có điểm du lịch nổi tiếng nào?, ,Nhà Nghỉ Bich Hoa có những tiện nghi tại cơ sở kinh doanh gì?, ,Nhà Nghỉ Bich Hoa có những lựa chọn đồ ăn & đồ uống gì?, ,Nhà Nghỉ Bich Hoa có chỗ đỗ xe không?, ,Gần Nhà Nghỉ Bich Hoa có nhà hàng nào?, ,Nhà Nghỉ Bich Hoa có dịch vụ đưa đón tại sân bay không?, ,Nhà Nghỉ Bich Hoa có cho phép vật nuôi không?, ",NA,NA,NA,NA,NA,NA,NA,8,NA,,NA,https://www.tripadvisor.com.vn/Hotel_Review-g3389844-d20283728-Reviews-Bich_Hoa_Homestay-Tam_Ky_Quang_Nam_Province.html
NA,NA,NA,NA,,,Phuong TU Guesthouse,441.860 ₫,441.860 ₫,"441.860 ₫, - ,441.860 ₫",NA,NA,NA,NA,NA,NA,NA,NA,17,NA,,NA,https://www.tripadvisor.com.vn/Hotel_Review-g1627698-d23691221-Reviews-Phuong_TU_Guesthouse-Long_Xuyen_An_Giang_Province.html
NA,NA,NA,NA,,,Homestay Ba Dinh,Long Xuyên,Việt Nam,"Việt Nam,Tỉnh An Giang,Long Xuyên",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,https://www.tripadvisor.com.vn/Hotel_Review-g1627698-d21006131-Reviews-Homestay_Ba_Dinh-Long_Xuyen_An_Giang_Province.html
"Lô A7-8 Nguyễn Văn Trỗi, Tam Kỳ Việt Nam",NA,NA,NA,,,Khách Sạn Ánh Tuyết,Tam Kỳ,Việt Nam,"Việt Nam,Tỉnh Quảng Nam,Tam Kỳ","Gần Khách Sạn Ánh Tuyết có điểm du lịch nổi tiếng nào?, ,Gần Khách Sạn Ánh Tuyết có nhà hàng nào?, ",NA,NA,NA,NA,NA,NA,NA,26,NA,,NA,https://www.tripadvisor.com.vn/Hotel_Review-g3389844-d12195901-Reviews-Anh_Tuyet_Hotel-Tam_Ky_Quang_Nam_Province.html
"2496 Tran Hung Dao, Long Xuyên Việt Nam",NA,NA,NA,"Tiếng Việt, Tiếng Anh",,Hai Tra Hotel,Long Xuyên,Việt Nam,"Việt Nam,Tỉnh An Giang,Long Xuyên","Gần Hai Tra Hotel có điểm du lịch nổi tiếng nào?, ,Hai Tra Hotel có những tiện nghi tại cơ sở kinh doanh gì?, ,Hai Tra Hotel có chỗ đỗ xe không?, ,Gần Hai Tra Hotel có nhà hàng nào?, ",NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,https://www.tripadvisor.com.vn/Hotel_Review-g1627698-d12795971-Reviews-Hai_Tra_Hotel-Long_Xuyen_An_Giang_Province.html
"29 Tran Hung Dao, Long Xuyên Việt Nam",NA,NA,NA,"Tiếng Việt, Tiếng Anh",,Bao Giang Hotel,Long Xuyên,Việt Nam,"Việt Nam,Tỉnh An Giang,Long Xuyên","Gần Bao Giang Hotel có điểm du lịch nổi tiếng nào?, ,Bao Giang Hotel có những tiện nghi phòng gì?, ,Gần Bao Giang Hotel có nhà hàng nào?, ",NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,https://www.tripadvisor.com.vn/Hotel_Review-g1627698-d12804397-Reviews-Bao_Giang_Hotel-Long_Xuyen_An_Giang_Province.html
"So 9 Le Hong Phong, Long Xuyên Việt Nam",NA,NA,NA,Tiếng Việt,,Thang Loi 2 Hotel,Long Xuyên,Việt Nam,"Việt Nam,Tỉnh An Giang,Long Xuyên","Gần Thang Loi 2 Hotel có điểm du lịch nổi tiếng nào?, ,Thang Loi 2 Hotel có những tiện nghi tại cơ sở kinh doanh gì?, ,Thang Loi 2 Hotel có những tiện nghi phòng gì?, ,Thang Loi 2 Hotel có những lựa chọn đồ ăn & đồ uống gì?, ,Thang Loi 2 Hotel có chỗ đỗ xe không?, ",NA,1,#6 trong số 13  tại Long Xuyên,40,NA,NA,Rất tốt,NA,NA,,NA,https://www.tripadvisor.com.vn/Hotel_Review-g1627698-d12804408-Reviews-Thang_Loi_2_Hotel-Long_Xuyen_An_Giang_Province.html
NA,NA,NA,NA,,,Gio Song Hotel 1,Long Xuyên,Việt Nam,"Việt Nam,Tỉnh An Giang,Long Xuyên","Gio Song Hotel 1 có những tiện nghi tại cơ sở kinh doanh gì?, ",NA,NA,NA,NA,NA,NA,NA,44,NA,,NA,https://www.tripadvisor.com.vn/Hotel_Review-g1627698-d3229222-Reviews-Gio_Song_Hotel_1-Long_Xuyen_An_Giang_Province.html
"Le Thien Tu, Long Xuyên Việt Nam",NA,NA,NA,,,Hoang Duc Hotel,Long Xuyên,Việt Nam,"Việt Nam,Tỉnh An Giang,Long Xuyên","Gần Hoang Duc Hotel có điểm du lịch nổi tiếng nào?, ,Hoang Duc Hotel có những tiện nghi phòng gì?, ,Gần Hoang Duc Hotel có nhà hàng nào?, ",NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,https://www.tripadvisor.com.vn/Hotel_Review-g1627698-d12799119-Reviews-Hoang_Duc_Hotel-Long_Xuyen_An_Giang_Province.html
NA,NA,NA,NA,,,Khách Sạn Tam Kỳ -XO hotel,Tỉnh Quảng Nam,.,".,Việt Nam,Tỉnh Quảng Nam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,https://www.tripadvisor.com.vn/Hotel_Review-g3389844-d23618351-Reviews-Khach_S_n_Tam_K_XO_hotel-Tam_Ky_Quang_Nam_Province.html
"Bãi Biển Ông Lang, Đảo Phú Quốc 920000 Việt Nam",7,57,139,"Tiếng Việt, Tiếng Anh",,Khu nghỉ dưỡng Camellia,581.395 ₫,441.860 ₫,"441.860 ₫, - ,581.395 ₫","Gần Khu nghỉ dưỡng Camellia có điểm du lịch nổi tiếng nào?, ,Khu nghỉ dưỡng Camellia có những tiện nghi tại cơ sở kinh doanh gì?, ,Khu nghỉ dưỡng Camellia có những tiện nghi phòng gì?, ,Khu nghỉ dưỡng Camellia có những lựa chọn đồ ăn & đồ uống gì?, ,Khu nghỉ dưỡng Camellia có chỗ đỗ xe không?, ,Gần Khu nghỉ dưỡng Camellia có nhà hàng nào?, ,Tôi có thể tập thể dục tại Khu nghỉ dưỡng Camellia không?, ,Khu nghỉ dưỡng Camellia có dịch vụ đưa đón tại sân bay không?, ,Khu nghỉ dưỡng Camellia có dịch vụ đưa đón tại sân bay không?, ,Khu nghỉ dưỡng Camellia có dịch vụ dọn phòng không?, ,Nhân viên tại Khu nghỉ dưỡng Camellia nói ngôn ngữ gì?, ",34,128,#65 trong số 364  tại Đảo Phú Quốc,40,30,35,Rất tốt,38,"Gia đình,Quyến rũ",,27,https://www.tripadvisor.com.vn/Hotel_Review-g469418-d11687585-Reviews-Camellia_Resort_Spa-Phu_Quoc_Island_Kien_Giang_Province.html
"1353 Cach Mang Thang 8, Tây Ninh Việt Nam",NA,NA,NA,,,Motel Thuy Huong,Tây Ninh,Việt Nam,"Việt Nam,Tỉnh Tây Ninh,Tây Ninh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,https://www.tripadvisor.com.vn/Hotel_Review-g298084-d21052785-Reviews-Motel_Thuy_Huong-Tay_Ninh_Tay_Ninh_Province.html
"926 Tran Hung Dao, Phuong Binh Khanh, Long Xuyên Việt Nam",NA,NA,NA,,,Lan Anh 2 Guesthouse,Long Xuyên,Việt Nam,"Việt Nam,Tỉnh An Giang,Long Xuyên","Gần Lan Anh 2 Guesthouse có điểm du lịch nổi tiếng nào?, ",NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,https://www.tripadvisor.com.vn/Hotel_Review-g1627698-d17352008-Reviews-Lan_Anh_2_Guesthouse-Long_Xuyen_An_Giang_Province.html
"12 Hem 6 Nguyen Van Rop, Tây Ninh Việt Nam",NA,NA,NA,,,The Sun Hotel,302.326 ₫,302.326 ₫,"302.326 ₫, - ,302.326 ₫",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,https://www.tripadvisor.com.vn/Hotel_Review-g298084-d21091766-Reviews-The_Sun_Hotel-Tay_Ninh_Tay_Ninh_Province.html
"No.21, Nguyen Van Cung Street, Long Xuyên Việt Nam",NA,NA,NA,,,Cuu Long Hotel,Long Xuyên,Việt Nam,"Việt Nam,Tỉnh An Giang,Long Xuyên","Gần Cuu Long Hotel có điểm du lịch nổi tiếng nào?, ,Cuu Long Hotel có những tiện nghi tại cơ sở kinh doanh gì?, ,Cuu Long Hotel có những lựa chọn đồ ăn & đồ uống gì?, ,Gần Cuu Long Hotel có nhà hàng nào?, ",NA,3,#4 trong số 13  tại Long Xuyên,35,NA,NA,Rất tốt,20,NA,,NA,https://www.tripadvisor.com.vn/Hotel_Review-g1627698-d3222442-Reviews-Cuu_Long_Hotel-Long_Xuyen_An_Giang_Province.html
"Số 17, đường số 103 CMT8 Khu Phố Ninh Phước, phường Ninh Thạnh, Tây Ninh 840000 Việt Nam",NA,NA,11,"Tiếng Việt, Tiếng Anh",,Khách sạn Domino,Tây Ninh,Việt Nam,"Việt Nam,Tỉnh Tây Ninh,Tây Ninh","Khách sạn Domino có những tiện nghi tại cơ sở kinh doanh gì?, ,Khách sạn Domino có những tiện nghi phòng gì?, ,Khách sạn Domino có chỗ đỗ xe không?, ,Gần Khách sạn Domino có nhà hàng nào?, ,Khách sạn Domino có dịch vụ đưa đón tại sân bay không?, ,Khách sạn Domino có cho phép vật nuôi không?, ",2,3,#6 trong số 24  tại Tây Ninh,45,NA,NA,Tuyệt vời,NA,Công tác,,1,https://www.tripadvisor.com.vn/Hotel_Review-g298084-d12997350-Reviews-Domino_Hotel-Tay_Ninh_Tay_Ninh_Province.html
"C12C Khu Do Thị Mai Anh, Trường Chinh, Phường 3, Tây Ninh 840000 Việt Nam",NA,NA,NA,,,Hotel 986,372.093 ₫,302.326 ₫,"302.326 ₫, - ,372.093 ₫",NA,NA,1,#7 trong số 24  tại Tây Ninh,50,NA,NA,Tuyệt vời,NA,NA,,NA,https://www.tripadvisor.com.vn/Hotel_Review-g298084-d23452214-Reviews-Hotel_986-Tay_Ninh_Tay_Ninh_Province.html
NA,NA,NA,NA,,,Khách sạn Ý Ý,Tây Ninh,Việt Nam,"Việt Nam,Tỉnh Tây Ninh,Tây Ninh",NA,NA,1,#1 trong số 9  tại Tây Ninh,50,NA,NA,Tuyệt vời,NA,NA,,NA,https://www.tripadvisor.com.vn/Hotel_Review-g298084-d7241465-Reviews-Y_Y_Hotel-Tay_Ninh_Tay_Ninh_Province.html
NA,NA,NA,NA,,,King Flower Hotel,Tây Ninh,Việt Nam,"Việt Nam,Tỉnh Tây Ninh,Tây Ninh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,https://www.tripadvisor.com.vn/Hotel_Review-g298084-d23518684-Reviews-King_Flower_Hotel-Tay_Ninh_Tay_Ninh_Province.html
NA,NA,NA,NA,,,Khách Sạn Chí Trung 2,Tây Ninh,Việt Nam,"Việt Nam,Tỉnh Tây Ninh,Tây Ninh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,https://www.tripadvisor.com.vn/Hotel_Review-g298084-d23524135-Reviews-Khach_S_n_Chi_Trung_2-Tay_Ninh_Tay_Ninh_Province.html
"PG1-18,19 số 444 đường 30/4, Tây Ninh Việt Nam",NA,NA,NA,,,New City Hotel,395.349 ₫,372.093 ₫,"372.093 ₫, - ,395.349 ₫",NA,NA,1,#8 trong số 24  tại Tây Ninh,50,NA,NA,Tuyệt vời,NA,"Bình dân,Công tác",,NA,https://www.tripadvisor.com.vn/Hotel_Review-g298084-d21507049-Reviews-New_City_Hotel-Tay_Ninh_Tay_Ninh_Province.html
"Cach Mang Thang 8 Noi Dai, Bau Nang, Duong Minh Chau, Tây Ninh Việt Nam",NA,NA,NA,,,Huong Que Hotel,Tây Ninh,Việt Nam,"Việt Nam,Tỉnh Tây Ninh,Tây Ninh","Gần Huong Que Hotel có điểm du lịch nổi tiếng nào?, ",NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,https://www.tripadvisor.com.vn/Hotel_Review-g298084-d20242990-Reviews-Huong_Que_Hotel-Tay_Ninh_Tay_Ninh_Province.html
"Số 141 Đường Lộ Chánh Môn A, Khu Phố 3, Phường 4, Tây Ninh Việt Nam",NA,NA,NA,,,Khách sạn Vườn Cau,441.860 ₫,348.837 ₫,"348.837 ₫, - ,441.860 ₫",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,https://www.tripadvisor.com.vn/Hotel_Review-g298084-d21370542-Reviews-Khach_s_n_Vu_n_Cau-Tay_Ninh_Tay_Ninh_Province.html
NA,NA,NA,NA,,,Thanh Tuyen Hotel,Tây Ninh,Việt Nam,"Việt Nam,Tỉnh Tây Ninh,Tây Ninh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,https://www.tripadvisor.com.vn/Hotel_Review-g298084-d20091107-Reviews-Thanh_Tuyen_Hotel-Tay_Ninh_Tay_Ninh_Province.html
NA,NA,NA,NA,,,Khách sạn Hồng Liên,Tây Ninh,Việt Nam,"Việt Nam,Tỉnh Tây Ninh,Tây Ninh",NA,NA,1,#2 trong số 9  tại Tây Ninh,50,NA,NA,Tuyệt vời,NA,NA,,NA,https://www.tripadvisor.com.vn/Hotel_Review-g298084-d7256618-Reviews-Hong_Lien_Hotel-Tay_Ninh_Tay_Ninh_Province.html
"145 Chánh Môn A, Khu Phố 3, Phường 4, Tây Ninh 840000 Việt Nam",NA,NA,NA,,,Homestay Ti Ni,697.674 ₫,348.837 ₫,"348.837 ₫, - ,697.674 ₫",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,https://www.tripadvisor.com.vn/Hotel_Review-g298084-d21353445-Reviews-Homestay_Ti_Ni-Tay_Ninh_Tay_Ninh_Province.html
"Đường Nông Trường, Phuoc Dong, Go Dau, Tây Ninh 730000 Việt Nam",NA,NA,NA,"Tiếng Việt, Tiếng Anh, Tiếng Trung",,Khách Sạn Anh Thư - Phước Đông,Tây Ninh,Việt Nam,"Việt Nam,Tỉnh Tây Ninh,Tây Ninh","Khách Sạn Anh Thư - Phước Đông có những tiện nghi tại cơ sở kinh doanh gì?, ,Khách Sạn Anh Thư - Phước Đông có những tiện nghi phòng gì?, ,Khách Sạn Anh Thư - Phước Đông có những lựa chọn đồ ăn & đồ uống gì?, ,Khách Sạn Anh Thư - Phước Đông có chỗ đỗ xe không?, ,Khách Sạn Anh Thư - Phước Đông có dịch vụ dọn phòng không?, ,Nhân viên tại Khách Sạn Anh Thư - Phước Đông nói ngôn ngữ gì?, ",NA,NA,NA,NA,NA,NA,NA,25,NA,,NA,https://www.tripadvisor.com.vn/Hotel_Review-g298084-d21143061-Reviews-Khach_San_Anh_Thu_Phuoc_Dong-Tay_Ninh_Tay_Ninh_Province.html
NA,NA,NA,NA,,,Blue Star 2 Hotel,Tây Ninh,Việt Nam,"Việt Nam,Tỉnh Tây Ninh,Tây Ninh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,https://www.tripadvisor.com.vn/Hotel_Review-g298084-d23342508-Reviews-Blue_Star_2_Hotel-Tay_Ninh_Tay_Ninh_Province.html
NA,NA,NA,NA,,,Love Hotel,Thái Nguyên,Việt Nam,"Việt Nam,Tỉnh Thái Nguyên,Thái Nguyên",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,https://www.tripadvisor.com.vn/Hotel_Review-g1753936-d21137205-Reviews-Love_Hotel-Thai_Nguyen_Thai_Nguyen_Province.html
"582 Duong 30-4, Khu Pho 5, Phuong 3, Tây Ninh Việt Nam",NA,NA,NA,,,An Nhien Hotel,395.349 ₫,372.093 ₫,"372.093 ₫, - ,395.349 ₫",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,https://www.tripadvisor.com.vn/Hotel_Review-g298084-d21092459-Reviews-An_Nhien_Hotel-Tay_Ninh_Tay_Ninh_Province.html
"No. 765, Cach Mang Thang Tam, Thái Nguyên 23000 Việt Nam",NA,NA,NA,,,Seagull Hotel,Thái Nguyên,Việt Nam,"Việt Nam,Tỉnh Thái Nguyên,Thái Nguyên","Gần Seagull Hotel có điểm du lịch nổi tiếng nào?, ,Seagull Hotel có những tiện nghi tại cơ sở kinh doanh gì?, ,Seagull Hotel có những lựa chọn đồ ăn & đồ uống gì?, ",NA,1,#4 trong số 9  tại Thái Nguyên,30,NA,NA,Trung bình,37,NA,,NA,https://www.tripadvisor.com.vn/Hotel_Review-g1753936-d3242867-Reviews-Seagull_Hotel-Thai_Nguyen_Thai_Nguyen_Province.html
"132-134-136 Bach Dang Street, Đà Nẵng 550000 Việt Nam",23,91,84,"Tiếng Việt, Tiếng Anh",,Sun River Hotel,767.442 ₫,465.116 ₫,"465.116 ₫, - ,767.442 ₫","Gần Sun River Hotel có điểm du lịch nổi tiếng nào?, ,Sun River Hotel có những tiện nghi tại cơ sở kinh doanh gì?, ,Sun River Hotel có những tiện nghi phòng gì?, ,Sun River Hotel có những lựa chọn đồ ăn & đồ uống gì?, ,Sun River Hotel có chỗ đỗ xe không?, ,Gần Sun River Hotel có nhà hàng nào?, ,Sun River Hotel có dịch vụ đưa đón tại sân bay không?, ,Sun River Hotel có dịch vụ đưa đón tại sân bay không?, ,Sun River Hotel có dịch vụ dọn phòng không?, ,Sun River Hotel có cung cấp dịch vụ doanh nghiệp nào không?, ",56,126,#165 trong số 902  tại Đà Nẵng,35,30,145,Rất tốt,50,"Ngắm cảnh sông,Nằm ở vị trí trung tâm",,11,https://www.tripadvisor.com.vn/Hotel_Review-g298085-d1655723-Reviews-Sun_River_Hotel-Da_Nang.html
"Hẻm Số 5 Nguyễn Thái Học, Tây Ninh Việt Nam",NA,NA,NA,,,Nhà Nghỉ Diễm Hằng,255.814 ₫,255.814 ₫,"255.814 ₫, - ,255.814 ₫",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,https://www.tripadvisor.com.vn/Hotel_Review-g298084-d23323797-Reviews-Nha_Nghi_Diem_Hang-Tay_Ninh_Tay_Ninh_Province.html
NA,NA,NA,37,,,Tu Vien Xanh,1.116.279 ₫,767.442 ₫,"767.442 ₫, - ,1.116.279 ₫",NA,6,2,#3 trong số 19  tại Hòa Bình,50,NA,NA,Tuyệt vời,1,NA,,3,https://www.tripadvisor.com.vn/Hotel_Review-g3320435-d17701992-Reviews-Tu_Vien_Xanh-Hoa_Binh_Hoa_Binh_Province.html
"Hang Kia Village, Hòa Bình Việt Nam",NA,NA,NA,,,Homestay Hang Kia,Hòa Bình,Việt Nam,"Việt Nam,Tỉnh Hòa Bình,Hòa Bình","Gần Homestay Hang Kia có điểm du lịch nổi tiếng nào?, ,Homestay Hang Kia có những tiện nghi tại cơ sở kinh doanh gì?, ,Homestay Hang Kia có những lựa chọn đồ ăn & đồ uống gì?, ,Homestay Hang Kia có chỗ đỗ xe không?, ,Gần Homestay Hang Kia có nhà hàng nào?, ",NA,NA,NA,NA,NA,NA,NA,6,NA,,NA,https://www.tripadvisor.com.vn/Hotel_Review-g3320435-d13310096-Reviews-Homestay_Hang_Kia-Hoa_Binh_Hoa_Binh_Province.html
NA,NA,NA,NA,,,Mountain House,Hòa Bình,Việt Nam,"Việt Nam,Tỉnh Hòa Bình,Hòa Bình",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,https://www.tripadvisor.com.vn/Hotel_Review-g3320435-d15041510-Reviews-Mountain_House-Hoa_Binh_Hoa_Binh_Province.html
"Thôn Tân Thắng, Xã Phú Thành, Hòa Bình 350000 Việt Nam",NA,NA,12,,,Soi Resort In Farm,Hòa Bình,Việt Nam,"Việt Nam,Tỉnh Hòa Bình,Hòa Bình","Gần Soi Resort In Farm có điểm du lịch nổi tiếng nào?, ",1,2,#2 trong số 10  tại Hòa Bình,50,NA,NA,Tuyệt vời,NA,NA,,1,https://www.tripadvisor.com.vn/Hotel_Review-g3320435-d23587500-Reviews-Soi_Resort_In_Farm-Hoa_Binh_Hoa_Binh_Province.html
